"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.01,864.668404335402,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.025,892.355682765024,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.05,917.040475373798,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.1,946.545693321793,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.15,967.109874714399,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.2,983.844104365252,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.25,998.48325971301,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.3,1011.85697680319,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.35,1024.44543192556,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.4,1036.56782968145,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.45,1048.4633901374,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.5,1060.33333333333,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.55,1072.36756341828,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.6,1084.76666095487,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.65,1097.76623167854,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.7,1111.6718225854,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.75,1126.9195864972,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.8,1144.19941652464,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.85,1164.749938755,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.9,1191.24875824559,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.95,1231.88516827111,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.975,1268.50089124164,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.99,1312.74801615311,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.01,794.847423315469,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.025,831.893969002262,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.05,865.330118065332,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.1,905.790332728156,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.15,934.303457464151,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.2,957.693784145488,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.25,978.292345890503,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.3,997.22081541743,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.35,1015.13350974523,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.4,1032.47006718491,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.45,1049.56466990183,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.5,1066.70333333333,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.55,1084.16114374477,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.6,1102.23399093639,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.65,1121.27490037205,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.7,1141.74734093969,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.75,1164.3189932794,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.8,1190.05331908042,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.85,1220.87046225107,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.9,1260.94373887908,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.95,1323.12212480233,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.975,1379.88823813753,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.99,1449.40406755101,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.01,749.821176029497,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.025,798.179048011444,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.05,842.409665463863,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.1,896.644904749474,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.15,935.317680485259,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.2,967.312660050504,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.25,995.685778698415,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.3,1021.91773768228,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.35,1046.87990831962,"2021-04-05"
