"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.01,2926.06413963464,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.025,2975.46809655211,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.05,3018.67038908537,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.1,3069.31192866963,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.15,3103.99100088257,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.2,3131.8508095857,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.25,3155.96456008606,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.3,3177.78818663528,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.35,3198.15467489481,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.4,3217.60917030644,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.45,3236.55171049124,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.5,3255.31,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.55,3274.18418708383,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.6,3293.4819236945,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.65,3313.55507825351,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.7,3334.85028493292,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.75,3357.99481210746,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.8,3383.9688199947,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.85,3414.51501796808,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.9,3453.36684288968,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.95,3511.81924938007,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.975,3563.37101513719,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","quantile",0.99,3624.32543097628,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.01,2975.3072286928,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.025,3054.68671072429,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.05,3124.78946347017,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.1,3207.77802161887,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.15,3265.11383719474,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.2,3311.47224415499,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.25,3351.81054832803,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.3,3388.48821723153,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.35,3422.86278301326,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.4,3455.82939528192,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.45,3488.05161086348,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.5,3520.08,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.55,3552.42625656774,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.6,3585.62267917847,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.65,3620.28619369686,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.7,3657.20832601433,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.75,3697.50979377197,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.8,3742.95245618918,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.85,3796.68384283172,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.9,3865.47628003524,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.95,3969.9239739939,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.975,4062.98546742501,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","quantile",0.99,4174.15935376809,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.01,2919.77844386885,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.025,3027.39090290991,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.05,3123.49221338254,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.1,3238.54098497588,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.15,3318.83445550683,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.2,3384.23519416052,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.25,3441.49093490419,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.3,3493.83094056068,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.35,3543.12586620475,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.4,3590.62064559258,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.45,3637.2496020326,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.5,3683.8,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.55,3731.01622274393,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.6,3779.68591371424,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.65,3830.73566506235,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.7,3885.3685462406,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.75,3945.30333434542,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.8,4013.26037093439,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.85,4094.12589669427,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.9,4198.46673804386,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.95,4358.61426634657,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.975,4503.04696685282,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","quantile",0.99,4677.72935552739,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.01,2679.74625627579,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.025,2810.14416236891,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.05,2928.8791384732,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.1,3073.88651100547,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.15,3176.9511269272,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.2,3262.03861368053,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.25,3337.37301461992,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.3,3406.93143103316,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.35,3473.04946187382,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.4,3537.31121274549,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.45,3600.93599686747,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.5,3664.98333333333,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.55,3730.4889346487,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.6,3798.58403184176,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.65,3870.63587425472,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.7,3948.45772075858,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.75,4034.68191345166,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.8,4133.52628402275,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.85,4252.64530070141,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.9,4408.76081012167,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.95,4653.6958907326,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.975,4880.15150183181,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","quantile",0.99,5161.11405645884,"2021-04-05"
"1 wk ahead inc death","2021-04-10","GM","point",NA,3255.31,"2021-04-05"
"2 wk ahead inc death","2021-04-17","GM","point",NA,3520.08,"2021-04-05"
"3 wk ahead inc death","2021-04-24","GM","point",NA,3683.8,"2021-04-05"
"4 wk ahead inc death","2021-05-01","GM","point",NA,3664.98333333333,"2021-04-05"
