"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.01,1207.84708971951,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.025,1269.91651746854,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.05,1325.8689988845,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.1,1393.47408981628,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.15,1441.04196653268,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.2,1480.0135519846,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.25,1514.29433114214,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.3,1545.76192608341,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.35,1575.51012174873,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.4,1604.27229783421,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.45,1632.60427624583,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.5,1660.98,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.55,1689.85342139316,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.6,1719.71085387411,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.65,1751.1304686749,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.7,1784.8691429733,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.75,1822.01478169013,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.8,1864.29697785181,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.85,1914.83346032181,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.9,1980.38866962118,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.95,2081.74115790199,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.975,2173.87976375383,"2021-04-12"
"1 wk ahead inc death","2021-04-17","GM","quantile",0.99,2286.19860433826,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.01,1269.83432889525,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.025,1351.63242848426,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.05,1426.30524096099,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.1,1517.67884615244,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.15,1582.7051586454,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.2,1636.42228392753,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.25,1683.99738434689,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.3,1727.93114811983,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.35,1769.69273409382,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.4,1810.27866991279,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.45,1850.45578730151,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.5,1890.89,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.55,1932.23165920749,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.6,1975.19032512908,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.65,2020.62263591059,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.7,2069.66342732053,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.75,2123.9584051058,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.8,2186.14164542102,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.85,2260.98774310589,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.9,2358.91196546625,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.95,2512.12313925662,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.975,2653.26868128719,"2021-04-12"
"2 wk ahead inc death","2021-04-24","GM","quantile",0.99,2827.65769424434,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.01,1200.69800589881,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.025,1290.75479493817,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.05,1373.85286058211,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.1,1476.64342040718,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.15,1550.51230444552,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.2,1611.97124073333,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.25,1666.72592619788,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.3,1717.55418524683,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.35,1766.10085312349,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.4,1813.49369299528,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.45,1860.61276583345,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.5,1908.235,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.55,1957.13223511282,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.6,2008.15984107176,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.65,2062.36385604635,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.7,2121.14375314937,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.75,2186.54400979523,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.8,2261.85557946134,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.85,2353.07248059994,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.9,2473.33293151374,"2021-04-12"
"3 wk ahead inc death","2021-05-01","GM","quantile",0.95,2663.51599773264,"2021-04-12"
