"location","type","quantile","target_end_date","target","value","forecast_date"
"GM","quantile",0.01,"2021-08-28","1 wk ahead inc death",127,"2021-08-23"
"GM","quantile",0.025,"2021-08-28","1 wk ahead inc death",141,"2021-08-23"
"GM","quantile",0.05,"2021-08-28","1 wk ahead inc death",156,"2021-08-23"
"GM","quantile",0.1,"2021-08-28","1 wk ahead inc death",189,"2021-08-23"
"GM","quantile",0.15,"2021-08-28","1 wk ahead inc death",215,"2021-08-23"
"GM","quantile",0.2,"2021-08-28","1 wk ahead inc death",236,"2021-08-23"
"GM","quantile",0.25,"2021-08-28","1 wk ahead inc death",255,"2021-08-23"
"GM","quantile",0.3,"2021-08-28","1 wk ahead inc death",268,"2021-08-23"
"GM","quantile",0.35,"2021-08-28","1 wk ahead inc death",280,"2021-08-23"
"GM","quantile",0.4,"2021-08-28","1 wk ahead inc death",292,"2021-08-23"
"GM","quantile",0.45,"2021-08-28","1 wk ahead inc death",308,"2021-08-23"
"GM","quantile",0.5,"2021-08-28","1 wk ahead inc death",323,"2021-08-23"
"GM","quantile",0.55,"2021-08-28","1 wk ahead inc death",341,"2021-08-23"
"GM","quantile",0.6,"2021-08-28","1 wk ahead inc death",356,"2021-08-23"
"GM","quantile",0.65,"2021-08-28","1 wk ahead inc death",376,"2021-08-23"
"GM","quantile",0.7,"2021-08-28","1 wk ahead inc death",396,"2021-08-23"
"GM","quantile",0.75,"2021-08-28","1 wk ahead inc death",423,"2021-08-23"
"GM","quantile",0.8,"2021-08-28","1 wk ahead inc death",452,"2021-08-23"
"GM","quantile",0.85,"2021-08-28","1 wk ahead inc death",483,"2021-08-23"
"GM","quantile",0.9,"2021-08-28","1 wk ahead inc death",540,"2021-08-23"
"GM","quantile",0.95,"2021-08-28","1 wk ahead inc death",649,"2021-08-23"
"GM","quantile",0.975,"2021-08-28","1 wk ahead inc death",744,"2021-08-23"
"GM","quantile",0.99,"2021-08-28","1 wk ahead inc death",837,"2021-08-23"
"GM","quantile",0.01,"2021-09-04","2 wk ahead inc death",162,"2021-08-23"
"GM","quantile",0.025,"2021-09-04","2 wk ahead inc death",185,"2021-08-23"
"GM","quantile",0.05,"2021-09-04","2 wk ahead inc death",221,"2021-08-23"
"GM","quantile",0.1,"2021-09-04","2 wk ahead inc death",269,"2021-08-23"
"GM","quantile",0.15,"2021-09-04","2 wk ahead inc death",301,"2021-08-23"
"GM","quantile",0.2,"2021-09-04","2 wk ahead inc death",332,"2021-08-23"
"GM","quantile",0.25,"2021-09-04","2 wk ahead inc death",356,"2021-08-23"
"GM","quantile",0.3,"2021-09-04","2 wk ahead inc death",383,"2021-08-23"
"GM","quantile",0.35,"2021-09-04","2 wk ahead inc death",401,"2021-08-23"
"GM","quantile",0.4,"2021-09-04","2 wk ahead inc death",422,"2021-08-23"
"GM","quantile",0.45,"2021-09-04","2 wk ahead inc death",449,"2021-08-23"
"GM","quantile",0.5,"2021-09-04","2 wk ahead inc death",470,"2021-08-23"
"GM","quantile",0.55,"2021-09-04","2 wk ahead inc death",495,"2021-08-23"
"GM","quantile",0.6,"2021-09-04","2 wk ahead inc death",522,"2021-08-23"
"GM","quantile",0.65,"2021-09-04","2 wk ahead inc death",552,"2021-08-23"
"GM","quantile",0.7,"2021-09-04","2 wk ahead inc death",589,"2021-08-23"
"GM","quantile",0.75,"2021-09-04","2 wk ahead inc death",628,"2021-08-23"
"GM","quantile",0.8,"2021-09-04","2 wk ahead inc death",666,"2021-08-23"
"GM","quantile",0.85,"2021-09-04","2 wk ahead inc death",719,"2021-08-23"
"GM","quantile",0.9,"2021-09-04","2 wk ahead inc death",803,"2021-08-23"
"GM","quantile",0.95,"2021-09-04","2 wk ahead inc death",941,"2021-08-23"
"GM","quantile",0.975,"2021-09-04","2 wk ahead inc death",1031,"2021-08-23"
"GM","quantile",0.99,"2021-09-04","2 wk ahead inc death",1342,"2021-08-23"
"GM","quantile",0.01,"2021-09-11","3 wk ahead inc death",183,"2021-08-23"
"GM","quantile",0.025,"2021-09-11","3 wk ahead inc death",232,"2021-08-23"
"GM","quantile",0.05,"2021-09-11","3 wk ahead inc death",277,"2021-08-23"
"GM","quantile",0.1,"2021-09-11","3 wk ahead inc death",327,"2021-08-23"
"GM","quantile",0.15,"2021-09-11","3 wk ahead inc death",367,"2021-08-23"
"GM","quantile",0.2,"2021-09-11","3 wk ahead inc death",407,"2021-08-23"
"GM","quantile",0.25,"2021-09-11","3 wk ahead inc death",441,"2021-08-23"
"GM","quantile",0.3,"2021-09-11","3 wk ahead inc death",472,"2021-08-23"
"GM","quantile",0.35,"2021-09-11","3 wk ahead inc death",502,"2021-08-23"
"GM","quantile",0.4,"2021-09-11","3 wk ahead inc death",538,"2021-08-23"
"GM","quantile",0.45,"2021-09-11","3 wk ahead inc death",580,"2021-08-23"
"GM","quantile",0.5,"2021-09-11","3 wk ahead inc death",608,"2021-08-23"
