"location","type","quantile","target_end_date","target","value","forecast_date"
"PL","quantile",0.01,"2021-07-10","1 wk ahead inc death",47,"2021-07-05"
"PL","quantile",0.025,"2021-07-10","1 wk ahead inc death",50,"2021-07-05"
"PL","quantile",0.05,"2021-07-10","1 wk ahead inc death",53,"2021-07-05"
"PL","quantile",0.1,"2021-07-10","1 wk ahead inc death",56,"2021-07-05"
"PL","quantile",0.15,"2021-07-10","1 wk ahead inc death",58,"2021-07-05"
"PL","quantile",0.2,"2021-07-10","1 wk ahead inc death",60,"2021-07-05"
"PL","quantile",0.25,"2021-07-10","1 wk ahead inc death",62,"2021-07-05"
"PL","quantile",0.3,"2021-07-10","1 wk ahead inc death",63,"2021-07-05"
"PL","quantile",0.35,"2021-07-10","1 wk ahead inc death",65,"2021-07-05"
"PL","quantile",0.4,"2021-07-10","1 wk ahead inc death",67,"2021-07-05"
"PL","quantile",0.45,"2021-07-10","1 wk ahead inc death",68,"2021-07-05"
"PL","quantile",0.5,"2021-07-10","1 wk ahead inc death",69,"2021-07-05"
"PL","quantile",0.55,"2021-07-10","1 wk ahead inc death",70,"2021-07-05"
"PL","quantile",0.6,"2021-07-10","1 wk ahead inc death",72,"2021-07-05"
"PL","quantile",0.65,"2021-07-10","1 wk ahead inc death",73,"2021-07-05"
"PL","quantile",0.7,"2021-07-10","1 wk ahead inc death",75,"2021-07-05"
"PL","quantile",0.75,"2021-07-10","1 wk ahead inc death",77,"2021-07-05"
"PL","quantile",0.8,"2021-07-10","1 wk ahead inc death",79,"2021-07-05"
"PL","quantile",0.85,"2021-07-10","1 wk ahead inc death",81,"2021-07-05"
"PL","quantile",0.9,"2021-07-10","1 wk ahead inc death",85,"2021-07-05"
"PL","quantile",0.95,"2021-07-10","1 wk ahead inc death",90,"2021-07-05"
"PL","quantile",0.975,"2021-07-10","1 wk ahead inc death",93,"2021-07-05"
"PL","quantile",0.99,"2021-07-10","1 wk ahead inc death",100,"2021-07-05"
"PL","quantile",0.01,"2021-07-17","2 wk ahead inc death",31,"2021-07-05"
"PL","quantile",0.025,"2021-07-17","2 wk ahead inc death",33,"2021-07-05"
"PL","quantile",0.05,"2021-07-17","2 wk ahead inc death",35,"2021-07-05"
"PL","quantile",0.1,"2021-07-17","2 wk ahead inc death",38,"2021-07-05"
"PL","quantile",0.15,"2021-07-17","2 wk ahead inc death",41,"2021-07-05"
"PL","quantile",0.2,"2021-07-17","2 wk ahead inc death",42,"2021-07-05"
"PL","quantile",0.25,"2021-07-17","2 wk ahead inc death",44,"2021-07-05"
"PL","quantile",0.3,"2021-07-17","2 wk ahead inc death",45,"2021-07-05"
"PL","quantile",0.35,"2021-07-17","2 wk ahead inc death",47,"2021-07-05"
"PL","quantile",0.4,"2021-07-17","2 wk ahead inc death",48,"2021-07-05"
"PL","quantile",0.45,"2021-07-17","2 wk ahead inc death",49,"2021-07-05"
"PL","quantile",0.5,"2021-07-17","2 wk ahead inc death",51,"2021-07-05"
"PL","quantile",0.55,"2021-07-17","2 wk ahead inc death",52,"2021-07-05"
"PL","quantile",0.6,"2021-07-17","2 wk ahead inc death",53,"2021-07-05"
"PL","quantile",0.65,"2021-07-17","2 wk ahead inc death",55,"2021-07-05"
"PL","quantile",0.7,"2021-07-17","2 wk ahead inc death",56,"2021-07-05"
"PL","quantile",0.75,"2021-07-17","2 wk ahead inc death",58,"2021-07-05"
"PL","quantile",0.8,"2021-07-17","2 wk ahead inc death",60,"2021-07-05"
"PL","quantile",0.85,"2021-07-17","2 wk ahead inc death",62,"2021-07-05"
"PL","quantile",0.9,"2021-07-17","2 wk ahead inc death",65,"2021-07-05"
"PL","quantile",0.95,"2021-07-17","2 wk ahead inc death",70,"2021-07-05"
"PL","quantile",0.975,"2021-07-17","2 wk ahead inc death",74,"2021-07-05"
"PL","quantile",0.99,"2021-07-17","2 wk ahead inc death",79,"2021-07-05"
"PL","quantile",0.01,"2021-07-24","3 wk ahead inc death",20,"2021-07-05"
"PL","quantile",0.025,"2021-07-24","3 wk ahead inc death",22,"2021-07-05"
"PL","quantile",0.05,"2021-07-24","3 wk ahead inc death",24,"2021-07-05"
