forecast_date,target_end_date,target,location,type,quantile,location_name,value
2022-03-07,2022-03-12,1 wk ahead cum death,PL,point,NA,Poland,113527
2022-03-07,2022-03-12,1 wk ahead inc death,PL,point,NA,Poland,992
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.01,Poland,113033
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.025,Poland,113059
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.05,Poland,113078
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.1,Poland,113109
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.15,Poland,113137
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.2,Poland,113160
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.25,Poland,113186
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.3,Poland,113211
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.35,Poland,113235
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.4,Poland,113265
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.45,Poland,113291
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.5,Poland,113326
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.55,Poland,113372
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.6,Poland,113430
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.65,Poland,113505
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.7,Poland,113598
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.75,Poland,113729
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.8,Poland,113910
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.85,Poland,114095
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.9,Poland,114298
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.95,Poland,114623
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.975,Poland,114732
2022-03-07,2022-03-12,1 wk ahead cum death,PL,quantile,0.99,Poland,114853
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.01,Poland,498
2022-03-07,2022-03-12,1 wk ahead inc death,PL,quantile,0.025,Poland,524
