"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc case","point",NA,1653,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc case","quantile",0.025,488,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc case","quantile",0.25,1273,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc case","quantile",0.75,2101,"2021-06-19","2021-06-14"
"PL","1 wk ahead inc case","quantile",0.975,6028,"2021-06-19","2021-06-14"
"PL","2 wk ahead inc case","point",NA,1138,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc case","quantile",0.025,94,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc case","quantile",0.25,634,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc case","quantile",0.75,1685,"2021-06-26","2021-06-14"
"PL","2 wk ahead inc case","quantile",0.975,8826,"2021-06-26","2021-06-14"
