"location","target","type","quantile","value","target_end_date","forecast_date"
"PL","1 wk ahead inc death","point",NA,443,"2022-04-02","2022-03-28"
"PL","1 wk ahead inc death","quantile",0.025,131,"2022-04-02","2022-03-28"
"PL","1 wk ahead inc death","quantile",0.25,341,"2022-04-02","2022-03-28"
"PL","1 wk ahead inc death","quantile",0.75,563,"2022-04-02","2022-03-28"
"PL","1 wk ahead inc death","quantile",0.975,1615,"2022-04-02","2022-03-28"
"PL","2 wk ahead inc death","point",NA,325,"2022-04-09","2022-03-28"
"PL","2 wk ahead inc death","quantile",0.025,27,"2022-04-09","2022-03-28"
"PL","2 wk ahead inc death","quantile",0.25,181,"2022-04-09","2022-03-28"
"PL","2 wk ahead inc death","quantile",0.75,481,"2022-04-09","2022-03-28"
"PL","2 wk ahead inc death","quantile",0.975,2521,"2022-04-09","2022-03-28"
