"target","target_end_date","location","type","quantile","value","forecast_date"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.01,36,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.025,38,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.05,39,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.1,40,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.15,41,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.2,42,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.25,43,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.3,43,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.35,44,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.4,45,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.45,45,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.5,46,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.55,46,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.6,47,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.65,47,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.7,48,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.75,49,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.8,50,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.85,51,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.9,52,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.95,54,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.975,56,"2021-07-19"
"1 wk ahead inc death","2021-07-24","PL","quantile",0.99,58,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.01,23,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.025,25,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.05,26,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.1,28,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.15,30,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.2,31,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.25,32,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.3,33,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.35,34,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.4,35,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.45,36,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.5,37,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.55,38,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.6,39,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.65,40,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.7,41,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.75,42,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.8,43,"2021-07-19"
"2 wk ahead inc death","2021-07-31","PL","quantile",0.85,45,"2021-07-19"
