"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","point",NA,523
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.01,182
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.025,210
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.05,241
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.1,278
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.15,304
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.2,334
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.25,366
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.3,401
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.35,429
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.4,459
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.45,492
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.5,523
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.55,563
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.6,603
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.65,645
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.7,691
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.75,765
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.8,848
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.85,940
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.9,1041
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.95,1226
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.975,1442
"GM","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.99,1698
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","point",NA,395
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.01,96
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.025,115
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.05,137
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.1,164
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.15,186
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.2,210
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.25,237
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.3,268
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.35,296
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.4,326
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.45,360
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.5,395
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.55,439
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.6,484
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.65,535
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.7,590
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.75,674
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.8,771
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.85,881
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.9,1007
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.95,1234
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.975,1511
"GM","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.99,1852
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","point",NA,327
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.01,55
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.025,68
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.05,85
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.1,106
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.15,124
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.2,144
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.25,168
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.3,196
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.35,223
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.4,254
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.45,289
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.5,327
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.55,374
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.6,426
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.65,485
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.7,552
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.75,650
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.8,765
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.85,900
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.9,1059
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.95,1343
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.975,1704
"GM","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.99,2162
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","point",NA,289
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.01,34
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.025,44
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.05,57
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.1,74
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.15,88
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.2,106
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.25,128
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.3,154
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.35,180
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.4,211
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.45,248
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.5,289
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.55,341
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.6,400
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.65,469
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.7,550
"GM","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.75,665
