"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2021-12-19","2021-12-25","1 wk ahead inc death","point",NA,936
"PL","2021-12-19","2022-01-01","2 wk ahead inc death","point",NA,740
"PL","2021-12-19","2022-01-08","3 wk ahead inc death","point",NA,530
"PL","2021-12-19","2022-01-15","4 wk ahead inc death","point",NA,373
"PL","2021-12-19","2022-01-22","5 wk ahead inc death","point",NA,293
"PL","2021-12-19","2022-01-29","6 wk ahead inc death","point",NA,288
"PL","2021-12-19","2022-02-05","7 wk ahead inc death","point",NA,331
"PL","2021-12-19","2022-02-12","8 wk ahead inc death","point",NA,392
"PL","2021-12-19","2022-02-19","9 wk ahead inc death","point",NA,466
"PL","2021-12-19","2022-02-26","10 wk ahead inc death","point",NA,553
"PL","2021-12-19","2022-03-05","11 wk ahead inc death","point",NA,655
"PL","2021-12-19","2022-03-12","12 wk ahead inc death","point",NA,777
"PL","2021-12-19","2022-03-19","13 wk ahead inc death","point",NA,916
"PL","2021-12-19","2022-03-26","14 wk ahead inc death","point",NA,1024
"PL","2021-12-19","2022-04-02","15 wk ahead inc death","point",NA,1012
"PL","2021-12-19","2022-04-09","16 wk ahead inc death","point",NA,868
"PL","2021-12-19","2022-04-16","17 wk ahead inc death","point",NA,656
"PL","2021-12-19","2022-04-23","18 wk ahead inc death","point",NA,461
"PL","2021-12-19","2022-04-30","19 wk ahead inc death","point",NA,333
