"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","point",NA,361
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.01,118
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.025,137
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.05,159
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.1,184
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.15,203
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.2,223
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.25,246
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.3,271
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.35,292
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.4,314
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.45,338
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.5,361
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.55,391
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.6,421
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.65,453
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.7,488
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.75,543
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.8,606
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.85,675
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.9,752
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.95,892
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.975,1058
"GM","2022-05-15","2022-05-21","1 wk ahead inc death","quantile",0.99,1255
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","point",NA,308
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.01,71
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.025,85
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.05,102
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.1,123
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.15,140
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.2,159
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.25,181
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.3,205
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.35,228
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.4,252
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.45,280
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.5,308
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.55,345
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.6,382
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.65,424
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.7,470
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.75,540
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.8,621
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.85,713
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.9,819
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.95,1009
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.975,1245
"GM","2022-05-15","2022-05-28","2 wk ahead inc death","quantile",0.99,1535
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","point",NA,267
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.01,43
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.025,54
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.05,67
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.1,84
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.15,98
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.2,115
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.25,135
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.3,158
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.35,180
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.4,206
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.45,235
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.5,267
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.55,307
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.6,351
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.65,401
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.7,458
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.75,541
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.8,638
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.85,753
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.9,890
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.95,1133
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.975,1444
"GM","2022-05-15","2022-06-04","3 wk ahead inc death","quantile",0.99,1840
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","point",NA,235
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.01,26
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.025,34
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.05,45
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.1,59
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.15,71
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.2,85
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.25,103
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.3,124
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.35,145
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.4,171
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.45,201
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.5,235
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.55,277
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.6,326
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.65,383
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.7,449
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.75,544
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.8,657
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.85,795
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.9,961
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.95,1255
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.975,1638
"GM","2022-05-15","2022-06-11","4 wk ahead inc death","quantile",0.99,2138
