"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","point",NA,221
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.01,73
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.025,85
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.05,98
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.1,113
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.15,125
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.2,137
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.25,151
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.3,166
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.35,179
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.4,192
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.45,207
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.5,221
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.55,239
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.6,257
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.65,277
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.7,298
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.75,332
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.8,370
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.85,413
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.9,460
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.95,546
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.975,649
"PL","2022-03-27","2022-04-02","1 wk ahead inc death","quantile",0.99,771
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","point",NA,179
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.01,41
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.025,50
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.05,60
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.1,72
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.15,82
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.2,93
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.25,105
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.3,119
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.35,132
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.4,147
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.45,163
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.5,179
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.55,201
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.6,223
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.65,247
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.7,274
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.75,316
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.8,363
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.85,419
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.9,482
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.95,598
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.975,743
"PL","2022-03-27","2022-04-09","2 wk ahead inc death","quantile",0.99,923
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","point",NA,144
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.01,23
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.025,29
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.05,36
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.1,45
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.15,53
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.2,62
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.25,72
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.3,85
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.35,97
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.4,111
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.45,127
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.5,144
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.55,167
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.6,191
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.65,218
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.7,250
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.75,297
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.8,354
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.85,421
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.9,500
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.95,648
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.975,840
"PL","2022-03-27","2022-04-16","3 wk ahead inc death","quantile",0.99,1089
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","point",NA,115
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.01,13
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.025,16
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.05,21
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.1,28
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.15,34
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.2,41
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.25,49
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.3,60
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.35,70
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.4,83
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.45,98
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.5,115
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.55,137
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.6,162
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.65,191
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.7,226
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.75,277
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.8,340
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.85,417
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.9,511
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.95,691
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.975,933
"PL","2022-03-27","2022-04-23","4 wk ahead inc death","quantile",0.99,1261
