"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","point",NA,227
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.01,77
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.025,88
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.05,102
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.1,118
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.15,130
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.2,142
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.25,157
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.3,172
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.35,185
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.4,198
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.45,213
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.5,227
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.55,245
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.6,263
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.65,282
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.7,303
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.75,337
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.8,375
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.85,416
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.9,463
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.95,548
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.975,648
"GM","2022-05-22","2022-05-28","1 wk ahead inc death","quantile",0.99,767
"GM","2022-05-22","2022-06-04","2 wk ahead inc death","point",NA,174
"GM","2022-05-22","2022-06-04","2 wk ahead inc death","quantile",0.01,41
