"location","forecast_date","target_end_date","target","type","quantile","value"
"GM","2021-12-19","2021-12-25","1 wk ahead inc death","point",NA,602
"GM","2021-12-19","2022-01-01","2 wk ahead inc death","point",NA,555
"GM","2021-12-19","2022-01-08","3 wk ahead inc death","point",NA,618
"GM","2021-12-19","2022-01-15","4 wk ahead inc death","point",NA,717
"GM","2021-12-19","2022-01-22","5 wk ahead inc death","point",NA,802
"GM","2021-12-19","2022-01-29","6 wk ahead inc death","point",NA,848
"GM","2021-12-19","2022-02-05","7 wk ahead inc death","point",NA,849
"GM","2021-12-19","2022-02-12","8 wk ahead inc death","point",NA,811
"GM","2021-12-19","2022-02-19","9 wk ahead inc death","point",NA,745
"GM","2021-12-19","2022-02-26","10 wk ahead inc death","point",NA,663
"GM","2021-12-19","2022-03-05","11 wk ahead inc death","point",NA,574
"GM","2021-12-19","2022-03-12","12 wk ahead inc death","point",NA,488
"GM","2021-12-19","2022-03-19","13 wk ahead inc death","point",NA,412
"GM","2021-12-19","2022-03-26","14 wk ahead inc death","point",NA,348
"GM","2021-12-19","2022-04-02","15 wk ahead inc death","point",NA,296
"GM","2021-12-19","2022-04-09","16 wk ahead inc death","point",NA,253
"GM","2021-12-19","2022-04-16","17 wk ahead inc death","point",NA,216
"GM","2021-12-19","2022-04-23","18 wk ahead inc death","point",NA,187
"GM","2021-12-19","2022-04-30","19 wk ahead inc death","point",NA,165
