"location","forecast_date","target_end_date","target","type","quantile","value"
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","point",NA,51
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.01,16
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.025,19
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.05,22
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.1,25
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.15,28
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.2,31
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.25,34
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.3,38
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.35,41
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.4,44
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.45,48
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.5,51
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.55,56
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.6,60
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.65,65
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.7,70
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.75,79
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.8,88
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.85,99
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.9,111
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.95,133
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.975,159
"PL","2022-05-01","2022-05-07","1 wk ahead inc death","quantile",0.99,190
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","point",NA,47
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.01,10
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.025,12
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.05,15
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.1,18
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.15,20
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.2,23
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.25,27
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.3,30
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.35,34
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.4,38
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.45,42
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.5,47
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.55,53
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.6,59
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.65,66
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.7,73
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.75,85
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.8,98
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.85,114
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.9,132
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.95,165
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.975,207
"PL","2022-05-01","2022-05-14","2 wk ahead inc death","quantile",0.99,260
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","point",NA,42
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.01,6
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.025,8
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.05,10
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.1,12
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.15,14
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.2,17
"PL","2022-05-01","2022-05-21","3 wk ahead inc death","quantile",0.25,20
