"location","type","quantile","value","target_end_date","forecast_date","target"
"GM","point",NA,806,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.01,207,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.025,270,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.05,324,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.1,397,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.15,455,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.2,498,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.25,539,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.3,591,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.35,638,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.4,694,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.45,744,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.5,806,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.55,855,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.6,912,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.65,977,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.7,1073,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.75,1158,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.8,1256,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.85,1405,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.9,1606,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.95,2030,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.975,2251,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","quantile",0.99,2848,"2022-05-14","2022-05-09","1 wk ahead inc death"
"GM","point",NA,660,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.01,143,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.025,168,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.05,222,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.1,292,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.15,344,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.2,397,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.25,438,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.3,479,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.35,527,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.4,563,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.45,611,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.5,660,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.55,714,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.6,763,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.65,828,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.7,898,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.75,1003,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.8,1098,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.85,1268,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.9,1546,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.95,2020,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.975,2472,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","quantile",0.99,3671,"2022-05-21","2022-05-09","2 wk ahead inc death"
"GM","point",NA,568,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.01,75,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.025,117,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.05,155,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.1,219,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.15,254,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.2,304,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.25,346,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.3,378,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.35,432,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.4,476,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.45,516,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.5,568,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.55,625,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.6,691,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.65,748,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.7,839,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.75,932,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.8,1037,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.85,1222,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.9,1605,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.95,2516,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.975,3925,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","quantile",0.99,5445,"2022-05-28","2022-05-09","3 wk ahead inc death"
"GM","point",NA,458,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.01,36,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.025,70,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.05,92,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.1,141,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.15,177,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.2,210,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.25,244,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.3,285,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.35,320,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.4,363,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.45,403,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.5,458,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.55,534,"2022-06-04","2022-05-09","4 wk ahead inc death"
"GM","quantile",0.6,599,"2022-06-04","2022-05-09","4 wk ahead inc death"
