date,location_name,location,value
2020-03-05,Dolnoslaskie,PL72,0.0
2020-03-05,Kujawsko-Pomorskie,PL73,0.0
2020-03-05,Lubelskie,PL75,0.0
2020-03-05,Lubuskie,PL76,0.0
2020-03-05,Lodzkie,PL74,0.0
2020-03-05,Malopolskie,PL77,0.0
2020-03-05,Mazowieckie,PL78,0.0
2020-03-05,Opolskie,PL79,0.0
2020-03-05,Podkarpackie,PL80,0.0
2020-03-05,Podlaskie,PL81,0.0
2020-03-05,Pomorskie,PL82,0.0
2020-03-05,Slaskie,PL83,0.0
2020-03-05,Swietokrzyskie,PL84,0.0
2020-03-05,Warminsko-Mazurskie,PL85,0.0
2020-03-05,Wielkopolskie,PL86,0.0
2020-03-05,Zachodniopomorskie,PL87,0.0
2020-03-05,Poland,PL,0.0
2020-03-06,Dolnoslaskie,PL72,0.0
2020-03-06,Kujawsko-Pomorskie,PL73,0.0
2020-03-06,Lubelskie,PL75,0.0
2020-03-06,Lubuskie,PL76,0.0
2020-03-06,Lodzkie,PL74,0.0
2020-03-06,Malopolskie,PL77,0.0
2020-03-06,Mazowieckie,PL78,0.0
2020-03-06,Opolskie,PL79,0.0
2020-03-06,Podkarpackie,PL80,0.0
2020-03-06,Podlaskie,PL81,0.0
2020-03-06,Pomorskie,PL82,0.0
2020-03-06,Slaskie,PL83,0.0
2020-03-06,Swietokrzyskie,PL84,0.0
2020-03-06,Warminsko-Mazurskie,PL85,0.0
2020-03-06,Wielkopolskie,PL86,0.0
2020-03-06,Zachodniopomorskie,PL87,0.0
2020-03-06,Poland,PL,0.0
2020-03-07,Dolnoslaskie,PL72,0.0
2020-03-07,Kujawsko-Pomorskie,PL73,0.0
2020-03-07,Lubelskie,PL75,0.0
2020-03-07,Lubuskie,PL76,0.0
2020-03-07,Lodzkie,PL74,0.0
2020-03-07,Malopolskie,PL77,0.0
2020-03-07,Mazowieckie,PL78,0.0
2020-03-07,Opolskie,PL79,0.0
2020-03-07,Podkarpackie,PL80,0.0
2020-03-07,Podlaskie,PL81,0.0
2020-03-07,Pomorskie,PL82,0.0
2020-03-07,Slaskie,PL83,0.0
2020-03-07,Swietokrzyskie,PL84,0.0
2020-03-07,Warminsko-Mazurskie,PL85,0.0
2020-03-07,Wielkopolskie,PL86,0.0
2020-03-07,Zachodniopomorskie,PL87,0.0
2020-03-07,Poland,PL,0.0
2020-03-08,Dolnoslaskie,PL72,0.0
2020-03-08,Kujawsko-Pomorskie,PL73,0.0
2020-03-08,Lubelskie,PL75,0.0
2020-03-08,Lubuskie,PL76,0.0
2020-03-08,Lodzkie,PL74,0.0
2020-03-08,Malopolskie,PL77,0.0
2020-03-08,Mazowieckie,PL78,0.0
2020-03-08,Opolskie,PL79,0.0
2020-03-08,Podkarpackie,PL80,0.0
2020-03-08,Podlaskie,PL81,0.0
2020-03-08,Pomorskie,PL82,0.0
2020-03-08,Slaskie,PL83,0.0
2020-03-08,Swietokrzyskie,PL84,0.0
2020-03-08,Warminsko-Mazurskie,PL85,0.0
2020-03-08,Wielkopolskie,PL86,0.0
2020-03-08,Zachodniopomorskie,PL87,0.0
2020-03-08,Poland,PL,0.0
2020-03-09,Dolnoslaskie,PL72,0.0
2020-03-09,Kujawsko-Pomorskie,PL73,0.0
2020-03-09,Lubelskie,PL75,0.0
2020-03-09,Lubuskie,PL76,0.0
2020-03-09,Lodzkie,PL74,0.0
2020-03-09,Malopolskie,PL77,0.0
2020-03-09,Mazowieckie,PL78,0.0
2020-03-09,Opolskie,PL79,0.0
2020-03-09,Podkarpackie,PL80,0.0
2020-03-09,Podlaskie,PL81,0.0
2020-03-09,Pomorskie,PL82,0.0
2020-03-09,Slaskie,PL83,0.0
2020-03-09,Swietokrzyskie,PL84,0.0
2020-03-09,Warminsko-Mazurskie,PL85,0.0
2020-03-09,Wielkopolskie,PL86,0.0
2020-03-09,Zachodniopomorskie,PL87,0.0
2020-03-09,Poland,PL,0.0
2020-03-10,Dolnoslaskie,PL72,0.0
2020-03-10,Kujawsko-Pomorskie,PL73,0.0
2020-03-10,Lubelskie,PL75,0.0
2020-03-10,Lubuskie,PL76,0.0
2020-03-10,Lodzkie,PL74,0.0
2020-03-10,Malopolskie,PL77,0.0
2020-03-10,Mazowieckie,PL78,0.0
2020-03-10,Opolskie,PL79,0.0
2020-03-10,Podkarpackie,PL80,0.0
2020-03-10,Podlaskie,PL81,0.0
2020-03-10,Pomorskie,PL82,0.0
2020-03-10,Slaskie,PL83,0.0
2020-03-10,Swietokrzyskie,PL84,0.0
2020-03-10,Warminsko-Mazurskie,PL85,0.0
2020-03-10,Wielkopolskie,PL86,0.0
2020-03-10,Zachodniopomorskie,PL87,0.0
2020-03-10,Poland,PL,0.0
2020-03-11,Dolnoslaskie,PL72,0.0
2020-03-11,Kujawsko-Pomorskie,PL73,0.0
2020-03-11,Lubelskie,PL75,0.0
