"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,1019,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.025,1146,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.05,1244,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.1,1371,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.15,1455,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.2,1538,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.25,1618,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.3,1694,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.35,1773,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.4,1850,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.45,1910,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.5,1972,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
NA,1972,"point","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.55,2038,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.6,2108,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.65,2175,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.7,2253,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.75,2344,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.8,2506,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.85,2633,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.9,2824,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.95,3080,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.975,3284,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.99,3689,"quantile","GM","1 wk ahead inc death","2021-12-05","2021-12-11"
0.01,870,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.025,986,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.05,1054,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.1,1201,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.15,1307,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.2,1404,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.25,1474,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.3,1547,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.35,1622,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.4,1692,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.45,1771,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.5,1854,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
NA,1854,"point","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.55,1919,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.6,1983,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.65,2084,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.7,2180,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.75,2308,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.8,2411,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.85,2574,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.9,2751,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.95,3073,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.975,3468,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.99,3803,"quantile","GM","2 wk ahead inc death","2021-12-05","2021-12-18"
0.01,728,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.025,806,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.05,905,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.1,1022,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.15,1105,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.2,1174,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.25,1242,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.3,1318,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.35,1384,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.4,1436,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
0.45,1496,"quantile","GM","3 wk ahead inc death","2021-12-05","2021-12-25"
