"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,17,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.025,20,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.05,22,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.1,25,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.15,27,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.2,29,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.25,31,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.3,33,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.35,34,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.4,35,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.45,37,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.5,38,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
NA,38,"point","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.55,40,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.6,41,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.65,43,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.7,45,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.75,46,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.8,49,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.85,52,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.9,56,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.95,61,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.975,67,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.99,70,"quantile","PL","1 wk ahead inc death","2021-07-11","2021-07-17"
0.01,10,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.025,12,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.05,13,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.1,16,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.15,17,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.2,18,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.25,19,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.3,20,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.35,22,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.4,23,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.45,24,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.5,25,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
NA,25,"point","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.55,26,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.6,27,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.65,28,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.7,29,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.75,31,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.8,33,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.85,34,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.9,37,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.95,41,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.975,46,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.99,50,"quantile","PL","2 wk ahead inc death","2021-07-11","2021-07-24"
0.01,5,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.025,7,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.05,8,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.1,9,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.15,11,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.2,11,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.25,12,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.3,13,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.35,14,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.4,14,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.45,15,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.5,16,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
NA,16,"point","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.55,16,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.6,17,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.65,18,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.7,19,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.75,20,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.8,22,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.85,23,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.9,25,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.95,28,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.975,31,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.99,35,"quantile","PL","3 wk ahead inc death","2021-07-11","2021-07-31"
0.01,3,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.025,4,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.05,5,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.1,6,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.15,7,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.2,7,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.25,8,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.3,9,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.35,9,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.4,10,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.45,11,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.5,11,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
NA,11,"point","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.55,12,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.6,12,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.65,13,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.7,14,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.75,15,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.8,16,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.85,17,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.9,19,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.95,21,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.975,25,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
0.99,28,"quantile","PL","4 wk ahead inc death","2021-07-11","2021-08-07"
