"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,99,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.025,113,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.05,126,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.1,139,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.15,151,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.2,158,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.25,166,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.3,172,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.35,178,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.4,185,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.45,192,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.5,198,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
NA,198,"point","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.55,207,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.6,216,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.65,225,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.7,234,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.75,243,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.8,254,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.85,271,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.9,285,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.95,310,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.975,338,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.99,391,"quantile","PL","1 wk ahead inc death","2021-10-10","2021-10-16"
0.01,126,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.025,143,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.05,156,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.1,177,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.15,191,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.2,208,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.25,222,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.3,234,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.35,245,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.4,254,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.45,264,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.5,274,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
NA,274,"point","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.55,285,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.6,298,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.65,309,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.7,320,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.75,336,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.8,351,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.85,373,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.9,402,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.95,442,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.975,490,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.99,526,"quantile","PL","2 wk ahead inc death","2021-10-10","2021-10-23"
0.01,159,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.025,181,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.05,205,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.1,238,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.15,259,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.2,276,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.25,289,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.3,303,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.35,316,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.4,331,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.45,348,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.5,365,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
NA,365,"point","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.55,380,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.6,399,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.65,417,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.7,437,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.75,456,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.8,477,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.85,508,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.9,539,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.95,604,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.975,672,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.99,723,"quantile","PL","3 wk ahead inc death","2021-10-10","2021-10-30"
0.01,201,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.025,228,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.05,256,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.1,314,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.15,335,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.2,365,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.25,386,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.3,410,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.35,434,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.4,454,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.45,475,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.5,496,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
NA,496,"point","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.55,520,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.6,548,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.65,569,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.7,598,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.75,628,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.8,666,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.85,721,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.9,782,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.95,895,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.975,986,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
0.99,1113,"quantile","PL","4 wk ahead inc death","2021-10-10","2021-11-06"
