"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,47,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.025,53,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.05,60,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.1,68,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.15,73,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.2,77,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.25,80,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.3,84,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.35,87,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.4,91,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.45,95,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.5,98,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
NA,98,"point","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.55,102,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.6,106,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.65,110,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.7,114,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.75,119,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.8,125,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.85,133,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.9,144,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.95,158,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.975,172,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.99,187,"quantile","PL","1 wk ahead inc death","2021-09-26","2021-10-02"
0.01,56,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.025,65,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.05,74,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.1,87,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.15,94,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.2,102,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.25,107,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.3,111,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.35,117,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.4,123,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.45,128,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.5,134,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
NA,134,"point","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.55,139,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.6,145,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.65,151,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.7,155,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.75,163,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.8,170,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.85,180,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.9,192,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.95,213,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.975,235,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.99,250,"quantile","PL","2 wk ahead inc death","2021-09-26","2021-10-09"
0.01,73,"quantile","PL","3 wk ahead inc death","2021-09-26","2021-10-16"
0.025,83,"quantile","PL","3 wk ahead inc death","2021-09-26","2021-10-16"
0.05,95,"quantile","PL","3 wk ahead inc death","2021-09-26","2021-10-16"
0.1,110,"quantile","PL","3 wk ahead inc death","2021-09-26","2021-10-16"
