"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,762,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.025,867,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.05,965,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.1,1069,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.15,1138,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.2,1197,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.25,1263,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.3,1330,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.35,1379,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.4,1423,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.45,1479,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.5,1534,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
NA,1534,"point","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.55,1583,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.6,1640,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.65,1713,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.7,1765,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.75,1839,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.8,1914,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.85,1993,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.9,2125,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.95,2328,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.975,2573,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.99,2731,"quantile","GM","1 wk ahead inc death","2022-01-09","2022-01-15"
0.01,643,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.025,723,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.05,801,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.1,909,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.15,1001,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.2,1052,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.25,1098,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.3,1162,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.35,1210,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.4,1260,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.45,1304,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.5,1349,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
NA,1349,"point","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
0.55,1394,"quantile","GM","2 wk ahead inc death","2022-01-09","2022-01-22"
