"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,525,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.025,569,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.05,640,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.1,700,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.15,746,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.2,789,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.25,837,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.3,875,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.35,910,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.4,943,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.45,987,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.5,1022,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
NA,1022,"point","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.55,1055,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.6,1096,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.65,1142,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.7,1180,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.75,1219,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.8,1270,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.85,1350,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.9,1458,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.95,1636,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.975,1770,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.99,2047,"quantile","GM","1 wk ahead inc death","2021-04-04","2021-04-10"
0.01,409,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.025,467,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.05,514,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.1,612,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.15,658,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.2,699,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.25,732,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.3,772,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.35,806,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.4,837,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.45,877,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.5,916,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
NA,916,"point","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.55,962,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.6,1012,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.65,1059,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.7,1119,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.75,1171,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.8,1259,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.85,1365,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.9,1511,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
0.95,1726,"quantile","GM","2 wk ahead inc death","2021-04-04","2021-04-17"
