"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,132,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.025,151,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.05,163,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.1,179,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.15,192,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.2,205,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.25,215,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.3,223,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.35,231,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.4,239,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.45,248,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.5,255,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
NA,255,"point","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.55,265,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.6,273,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.65,284,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.7,292,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.75,305,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.8,318,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.85,334,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.9,355,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.95,380,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.975,412,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.99,474,"quantile","PL","1 wk ahead inc death","2021-06-13","2021-06-19"
0.01,84,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.025,93,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.05,107,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.1,120,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.15,128,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.2,135,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.25,142,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.3,149,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.35,155,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.4,161,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.45,166,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.5,172,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
NA,172,"point","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.55,178,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.6,184,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.65,192,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.7,200,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.75,210,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.8,218,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.85,228,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.9,243,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.95,266,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.975,287,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.99,317,"quantile","PL","2 wk ahead inc death","2021-06-13","2021-06-26"
0.01,56,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.025,63,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.05,69,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.1,77,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.15,85,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.2,89,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.25,96,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.3,99,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.35,103,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.4,107,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.45,111,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.5,115,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
NA,115,"point","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.55,118,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.6,121,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.65,127,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.7,131,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.75,137,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.8,145,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.85,154,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.9,164,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.95,185,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.975,198,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.99,211,"quantile","PL","3 wk ahead inc death","2021-06-13","2021-07-03"
0.01,34,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.025,39,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.05,43,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.1,50,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.15,54,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.2,58,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.25,62,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.3,65,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.35,68,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.4,72,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.45,74,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.5,78,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
NA,78,"point","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.55,81,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.6,84,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.65,87,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.7,91,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.75,97,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.8,102,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.85,107,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.9,116,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.95,127,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.975,137,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
0.99,151,"quantile","PL","4 wk ahead inc death","2021-06-13","2021-07-10"
