"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,814,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.025,905,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.05,970,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.1,1077,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.15,1166,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.2,1225,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.25,1282,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.3,1335,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.35,1393,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.4,1440,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.45,1497,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.5,1548,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
NA,1548,"point","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.55,1614,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.6,1666,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.65,1733,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.7,1805,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.75,1877,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.8,1951,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.85,2050,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.9,2199,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.95,2431,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.975,2556,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.99,2761,"quantile","GM","1 wk ahead inc death","2022-02-06","2022-02-12"
0.01,726,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.025,844,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.05,963,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.1,1087,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.15,1166,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.2,1244,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.25,1310,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.3,1362,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.35,1410,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.4,1456,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.45,1514,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.5,1573,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
NA,1573,"point","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.55,1615,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.6,1667,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.65,1746,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.7,1825,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.75,1904,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.8,1998,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.85,2103,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.9,2240,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
0.95,2506,"quantile","GM","2 wk ahead inc death","2022-02-06","2022-02-19"
