"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,254,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.025,281,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.05,311,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.1,348,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.15,367,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.2,395,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.25,415,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.3,433,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.35,457,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.4,480,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.45,499,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.5,517,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
NA,517,"point","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.55,538,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.6,560,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.65,583,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.7,612,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.75,643,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.8,674,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.85,703,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.9,755,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.95,827,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.975,879,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.99,1034,"quantile","PL","1 wk ahead inc death","2021-05-30","2021-06-05"
0.01,181,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.025,200,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.05,217,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.1,239,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.15,259,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.2,279,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.25,295,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.3,309,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.35,326,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.4,340,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.45,355,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
0.5,376,"quantile","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
NA,376,"point","PL","2 wk ahead inc death","2021-05-30","2021-06-12"
