"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,801,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.025,880,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.05,960,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.1,1078,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.15,1162,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.2,1237,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.25,1286,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.3,1344,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.35,1401,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.4,1445,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.45,1501,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.5,1568,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
NA,1568,"point","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.55,1629,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.6,1684,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.65,1748,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.7,1821,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.75,1904,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.8,1999,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.85,2165,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.9,2326,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.95,2571,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.975,2756,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.99,3123,"quantile","PL","1 wk ahead inc death","2021-05-16","2021-05-22"
0.01,576,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.025,724,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.05,815,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.1,928,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.15,1002,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.2,1073,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.25,1150,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.3,1210,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.35,1269,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.4,1334,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.45,1422,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.5,1480,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
NA,1480,"point","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.55,1552,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.6,1637,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.65,1737,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.7,1827,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.75,1932,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.8,2053,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.85,2184,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.9,2367,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.95,2751,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.975,3113,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.99,3442,"quantile","PL","2 wk ahead inc death","2021-05-16","2021-05-29"
0.01,468,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.025,550,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.05,654,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.1,777,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.15,872,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.2,950,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.25,1026,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.3,1118,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.35,1183,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.4,1253,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.45,1324,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.5,1408,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
NA,1408,"point","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.55,1492,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.6,1554,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.65,1653,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.7,1740,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.75,1878,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.8,1982,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.85,2173,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.9,2398,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.95,2884,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.975,3353,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
0.99,3706,"quantile","PL","3 wk ahead inc death","2021-05-16","2021-06-05"
