"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,113,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.025,125,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.05,139,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.1,152,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.15,164,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.2,173,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.25,181,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.3,189,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.35,195,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.4,202,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.45,210,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.5,218,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
NA,218,"point","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.55,229,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.6,237,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.65,243,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.7,254,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.75,264,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.8,276,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.85,289,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.9,308,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.95,330,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.975,347,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.99,384,"quantile","GM","1 wk ahead inc death","2021-06-27","2021-07-03"
0.01,72,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.025,80,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.05,90,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.1,103,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.15,112,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.2,119,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.25,125,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.3,130,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.35,136,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.4,143,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.45,148,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.5,153,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
NA,153,"point","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.55,160,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.6,167,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.65,173,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.7,179,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.75,187,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.8,198,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.85,208,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.9,221,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.95,246,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.975,269,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.99,291,"quantile","GM","2 wk ahead inc death","2021-06-27","2021-07-10"
0.01,46,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.025,54,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.05,59,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.1,65,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.15,73,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.2,78,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.25,82,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.3,86,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.35,92,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.4,95,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.45,100,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
0.5,104,"quantile","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
NA,104,"point","GM","3 wk ahead inc death","2021-06-27","2021-07-17"
