"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,1515,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.025,1701,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.05,1879,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.1,2033,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.15,2170,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.2,2263,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.25,2360,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.3,2466,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.35,2553,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.4,2626,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.45,2719,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.5,2806,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
NA,2806,"point","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.55,2904,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.6,2988,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.65,3076,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.7,3206,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.75,3310,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.8,3454,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.85,3609,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.9,3830,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.95,4123,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.975,4437,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.99,4882,"quantile","PL","1 wk ahead inc death","2021-04-25","2021-05-01"
0.01,1240,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.025,1408,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.05,1489,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.1,1658,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.15,1779,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.2,1888,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.25,2000,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.3,2095,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.35,2167,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.4,2245,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.45,2321,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.5,2424,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
NA,2424,"point","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.55,2513,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.6,2599,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.65,2702,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.7,2791,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.75,2946,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
0.8,3093,"quantile","PL","2 wk ahead inc death","2021-04-25","2021-05-08"
