"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,445,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.025,480,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.05,524,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.1,573,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.15,614,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.2,647,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.25,689,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.3,722,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.35,752,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.4,784,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.45,822,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.5,852,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
NA,852,"point","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.55,875,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.6,919,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.65,956,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.7,1000,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.75,1030,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.8,1083,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.85,1147,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.9,1235,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.95,1366,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.975,1472,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.99,1592,"quantile","GM","1 wk ahead inc death","2021-05-23","2021-05-29"
0.01,328,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.025,362,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.05,408,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.1,466,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.15,508,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.2,541,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.25,568,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.3,601,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.35,623,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.4,649,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.45,687,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.5,720,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
NA,720,"point","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.55,753,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
0.6,798,"quantile","GM","2 wk ahead inc death","2021-05-23","2021-06-05"
