"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,48,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.025,53,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.05,58,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.1,64,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.15,70,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.2,73,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.25,77,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.3,80,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.35,83,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.4,86,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.45,89,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.5,92,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
NA,92,"point","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.55,96,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.6,99,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.65,103,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.7,106,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.75,111,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.8,116,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.85,122,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.9,129,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.95,141,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.975,152,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.99,167,"quantile","PL","1 wk ahead inc death","2021-06-27","2021-07-03"
0.01,25,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.025,31,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.05,35,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.1,40,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.15,43,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.2,46,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.25,49,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.3,51,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.35,53,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.4,55,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.45,58,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.5,60,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
NA,60,"point","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.55,62,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.6,65,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.65,67,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.7,70,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.75,73,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.8,76,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.85,81,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.9,90,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.95,98,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.975,107,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.99,115,"quantile","PL","2 wk ahead inc death","2021-06-27","2021-07-10"
0.01,18,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.025,19,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.05,21,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.1,25,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.15,27,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.2,29,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.25,31,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.3,33,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.35,34,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.4,36,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.45,37,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.5,39,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
NA,39,"point","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.55,40,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.6,42,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.65,44,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.7,46,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.75,48,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.8,50,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.85,55,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.9,59,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.95,64,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.975,71,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.99,79,"quantile","PL","3 wk ahead inc death","2021-06-27","2021-07-17"
0.01,10,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.025,11,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.05,13,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.1,16,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.15,17,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.2,19,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.25,20,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.3,21,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.35,22,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.4,24,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.45,25,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.5,26,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
NA,26,"point","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.55,27,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.6,29,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.65,30,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.7,32,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.75,34,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.8,36,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.85,38,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.9,42,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.95,50,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.975,60,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
0.99,70,"quantile","PL","4 wk ahead inc death","2021-06-27","2021-07-24"
