"quantile","value","type","location","target","forecast_date","target_end_date"
0.01,767,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.025,869,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.05,917,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.1,1012,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.15,1068,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.2,1124,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.25,1178,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.3,1238,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.35,1286,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.4,1334,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.45,1383,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.5,1432,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
NA,1432,"point","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.55,1486,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.6,1533,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.65,1586,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.7,1656,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.75,1738,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.8,1831,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.85,1931,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.9,2047,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.95,2353,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.975,2592,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.99,2952,"quantile","GM","1 wk ahead inc death","2021-05-02","2021-05-08"
0.01,583,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.025,630,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.05,723,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.1,800,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.15,884,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.2,939,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.25,1019,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.3,1068,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.35,1123,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.4,1178,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.45,1237,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.5,1314,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
NA,1314,"point","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.55,1386,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.6,1447,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.65,1533,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.7,1656,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.75,1780,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.8,1944,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.85,2124,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.9,2446,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.95,2990,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.975,3420,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.99,3855,"quantile","GM","2 wk ahead inc death","2021-05-02","2021-05-15"
0.01,366,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.025,445,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.05,533,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.1,613,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.15,686,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.2,751,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.25,801,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.3,857,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.35,905,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.4,976,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.45,1084,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.5,1178,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
NA,1178,"point","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.55,1262,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.6,1352,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.65,1487,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.7,1653,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.75,1799,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.8,2052,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.85,2381,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.9,2879,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.95,3719,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.975,4695,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.99,6360,"quantile","GM","3 wk ahead inc death","2021-05-02","2021-05-22"
0.01,235,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.025,287,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.05,335,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.1,415,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.15,484,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.2,545,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.25,608,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.3,657,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.35,726,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.4,805,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.45,898,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.5,1019,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
NA,1019,"point","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.55,1137,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.6,1308,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.65,1486,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.7,1680,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.75,2002,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.8,2319,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.85,2839,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.9,3748,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.95,5442,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.975,7779,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
0.99,10726,"quantile","GM","4 wk ahead inc death","2021-05-02","2021-05-29"
