"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc death","point",NA,"2021-06-05","2021-05-31",456
"PL","1 wk ahead inc death","quantile",0.01,"2021-06-05","2021-05-31",241.98
"PL","1 wk ahead inc death","quantile",0.025,"2021-06-05","2021-05-31",285.925
"PL","1 wk ahead inc death","quantile",0.05,"2021-06-05","2021-05-31",306.95
"PL","1 wk ahead inc death","quantile",0.1,"2021-06-05","2021-05-31",334.9
"PL","1 wk ahead inc death","quantile",0.15,"2021-06-05","2021-05-31",355
"PL","1 wk ahead inc death","quantile",0.2,"2021-06-05","2021-05-31",370
"PL","1 wk ahead inc death","quantile",0.25,"2021-06-05","2021-05-31",389.75
"PL","1 wk ahead inc death","quantile",0.3,"2021-06-05","2021-05-31",404
"PL","1 wk ahead inc death","quantile",0.35,"2021-06-05","2021-05-31",419
"PL","1 wk ahead inc death","quantile",0.4,"2021-06-05","2021-05-31",431.6
"PL","1 wk ahead inc death","quantile",0.45,"2021-06-05","2021-05-31",442
"PL","1 wk ahead inc death","quantile",0.5,"2021-06-05","2021-05-31",456
"PL","1 wk ahead inc death","quantile",0.55,"2021-06-05","2021-05-31",472
"PL","1 wk ahead inc death","quantile",0.6,"2021-06-05","2021-05-31",484
"PL","1 wk ahead inc death","quantile",0.65,"2021-06-05","2021-05-31",496
"PL","1 wk ahead inc death","quantile",0.7,"2021-06-05","2021-05-31",514
"PL","1 wk ahead inc death","quantile",0.75,"2021-06-05","2021-05-31",533
"PL","1 wk ahead inc death","quantile",0.8,"2021-06-05","2021-05-31",548.2
"PL","1 wk ahead inc death","quantile",0.85,"2021-06-05","2021-05-31",580.15
"PL","1 wk ahead inc death","quantile",0.9,"2021-06-05","2021-05-31",611.1
"PL","1 wk ahead inc death","quantile",0.95,"2021-06-05","2021-05-31",647.05
"PL","1 wk ahead inc death","quantile",0.975,"2021-06-05","2021-05-31",691.025
"PL","1 wk ahead inc death","quantile",0.99,"2021-06-05","2021-05-31",756.01
"PL","2 wk ahead inc death","point",NA,"2021-06-12","2021-05-31",255
"PL","2 wk ahead inc death","quantile",0.01,"2021-06-12","2021-05-31",137.99
"PL","2 wk ahead inc death","quantile",0.025,"2021-06-12","2021-05-31",155
"PL","2 wk ahead inc death","quantile",0.05,"2021-06-12","2021-05-31",167
"PL","2 wk ahead inc death","quantile",0.1,"2021-06-12","2021-05-31",182
"PL","2 wk ahead inc death","quantile",0.15,"2021-06-12","2021-05-31",196.85
"PL","2 wk ahead inc death","quantile",0.2,"2021-06-12","2021-05-31",206
"PL","2 wk ahead inc death","quantile",0.25,"2021-06-12","2021-05-31",218
"PL","2 wk ahead inc death","quantile",0.3,"2021-06-12","2021-05-31",228
"PL","2 wk ahead inc death","quantile",0.35,"2021-06-12","2021-05-31",236
"PL","2 wk ahead inc death","quantile",0.4,"2021-06-12","2021-05-31",242
"PL","2 wk ahead inc death","quantile",0.45,"2021-06-12","2021-05-31",249
