"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc death","point",NA,"2021-07-10","2021-07-05",128
"GM","1 wk ahead inc death","quantile",0.01,"2021-07-10","2021-07-05",76
"GM","1 wk ahead inc death","quantile",0.025,"2021-07-10","2021-07-05",83
"GM","1 wk ahead inc death","quantile",0.05,"2021-07-10","2021-07-05",92
"GM","1 wk ahead inc death","quantile",0.1,"2021-07-10","2021-07-05",100
"GM","1 wk ahead inc death","quantile",0.15,"2021-07-10","2021-07-05",104
"GM","1 wk ahead inc death","quantile",0.2,"2021-07-10","2021-07-05",109
"GM","1 wk ahead inc death","quantile",0.25,"2021-07-10","2021-07-05",113
"GM","1 wk ahead inc death","quantile",0.3,"2021-07-10","2021-07-05",116
"GM","1 wk ahead inc death","quantile",0.35,"2021-07-10","2021-07-05",120
"GM","1 wk ahead inc death","quantile",0.4,"2021-07-10","2021-07-05",123
"GM","1 wk ahead inc death","quantile",0.45,"2021-07-10","2021-07-05",125
"GM","1 wk ahead inc death","quantile",0.5,"2021-07-10","2021-07-05",128
"GM","1 wk ahead inc death","quantile",0.55,"2021-07-10","2021-07-05",131
"GM","1 wk ahead inc death","quantile",0.6,"2021-07-10","2021-07-05",134
"GM","1 wk ahead inc death","quantile",0.65,"2021-07-10","2021-07-05",137
"GM","1 wk ahead inc death","quantile",0.7,"2021-07-10","2021-07-05",141
"GM","1 wk ahead inc death","quantile",0.75,"2021-07-10","2021-07-05",145
"GM","1 wk ahead inc death","quantile",0.8,"2021-07-10","2021-07-05",150
"GM","1 wk ahead inc death","quantile",0.85,"2021-07-10","2021-07-05",156
"GM","1 wk ahead inc death","quantile",0.9,"2021-07-10","2021-07-05",163
"GM","1 wk ahead inc death","quantile",0.95,"2021-07-10","2021-07-05",172
"GM","1 wk ahead inc death","quantile",0.975,"2021-07-10","2021-07-05",186
"GM","1 wk ahead inc death","quantile",0.99,"2021-07-10","2021-07-05",202
"GM","2 wk ahead inc death","point",NA,"2021-07-17","2021-07-05",86
"GM","2 wk ahead inc death","quantile",0.01,"2021-07-17","2021-07-05",52
"GM","2 wk ahead inc death","quantile",0.025,"2021-07-17","2021-07-05",56
"GM","2 wk ahead inc death","quantile",0.05,"2021-07-17","2021-07-05",60
"GM","2 wk ahead inc death","quantile",0.1,"2021-07-17","2021-07-05",64
"GM","2 wk ahead inc death","quantile",0.15,"2021-07-17","2021-07-05",69
"GM","2 wk ahead inc death","quantile",0.2,"2021-07-17","2021-07-05",71
"GM","2 wk ahead inc death","quantile",0.25,"2021-07-17","2021-07-05",74
"GM","2 wk ahead inc death","quantile",0.3,"2021-07-17","2021-07-05",77
"GM","2 wk ahead inc death","quantile",0.35,"2021-07-17","2021-07-05",79
"GM","2 wk ahead inc death","quantile",0.4,"2021-07-17","2021-07-05",82
"GM","2 wk ahead inc death","quantile",0.45,"2021-07-17","2021-07-05",83
"GM","2 wk ahead inc death","quantile",0.5,"2021-07-17","2021-07-05",86
"GM","2 wk ahead inc death","quantile",0.55,"2021-07-17","2021-07-05",88
"GM","2 wk ahead inc death","quantile",0.6,"2021-07-17","2021-07-05",90
"GM","2 wk ahead inc death","quantile",0.65,"2021-07-17","2021-07-05",93
"GM","2 wk ahead inc death","quantile",0.7,"2021-07-17","2021-07-05",96
"GM","2 wk ahead inc death","quantile",0.75,"2021-07-17","2021-07-05",100
"GM","2 wk ahead inc death","quantile",0.8,"2021-07-17","2021-07-05",103
"GM","2 wk ahead inc death","quantile",0.85,"2021-07-17","2021-07-05",107
"GM","2 wk ahead inc death","quantile",0.9,"2021-07-17","2021-07-05",113
