"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc death","point",NA,"2021-05-29","2021-05-24",709.5
"PL","1 wk ahead inc death","quantile",0.01,"2021-05-29","2021-05-24",334.99
"PL","1 wk ahead inc death","quantile",0.025,"2021-05-29","2021-05-24",388.8
"PL","1 wk ahead inc death","quantile",0.05,"2021-05-29","2021-05-24",427.95
"PL","1 wk ahead inc death","quantile",0.1,"2021-05-29","2021-05-24",486
"PL","1 wk ahead inc death","quantile",0.15,"2021-05-29","2021-05-24",530.85
"PL","1 wk ahead inc death","quantile",0.2,"2021-05-29","2021-05-24",559.8
"PL","1 wk ahead inc death","quantile",0.25,"2021-05-29","2021-05-24",589.75
"PL","1 wk ahead inc death","quantile",0.3,"2021-05-29","2021-05-24",611.7
"PL","1 wk ahead inc death","quantile",0.35,"2021-05-29","2021-05-24",638
"PL","1 wk ahead inc death","quantile",0.4,"2021-05-29","2021-05-24",659
"PL","1 wk ahead inc death","quantile",0.45,"2021-05-29","2021-05-24",686
"PL","1 wk ahead inc death","quantile",0.5,"2021-05-29","2021-05-24",709.5
"PL","1 wk ahead inc death","quantile",0.55,"2021-05-29","2021-05-24",737.45
"PL","1 wk ahead inc death","quantile",0.6,"2021-05-29","2021-05-24",761.4
"PL","1 wk ahead inc death","quantile",0.65,"2021-05-29","2021-05-24",794.35
"PL","1 wk ahead inc death","quantile",0.7,"2021-05-29","2021-05-24",830
"PL","1 wk ahead inc death","quantile",0.75,"2021-05-29","2021-05-24",861
"PL","1 wk ahead inc death","quantile",0.8,"2021-05-29","2021-05-24",894.2
"PL","1 wk ahead inc death","quantile",0.85,"2021-05-29","2021-05-24",965
"PL","1 wk ahead inc death","quantile",0.9,"2021-05-29","2021-05-24",1061
"PL","1 wk ahead inc death","quantile",0.95,"2021-05-29","2021-05-24",1186.15
"PL","1 wk ahead inc death","quantile",0.975,"2021-05-29","2021-05-24",1352.025
"PL","1 wk ahead inc death","quantile",0.99,"2021-05-29","2021-05-24",1427.41
"PL","2 wk ahead inc death","point",NA,"2021-06-05","2021-05-24",436
"PL","2 wk ahead inc death","quantile",0.01,"2021-06-05","2021-05-24",191.97
"PL","2 wk ahead inc death","quantile",0.025,"2021-06-05","2021-05-24",247.975
"PL","2 wk ahead inc death","quantile",0.05,"2021-06-05","2021-05-24",268
"PL","2 wk ahead inc death","quantile",0.1,"2021-06-05","2021-05-24",297.9
"PL","2 wk ahead inc death","quantile",0.15,"2021-06-05","2021-05-24",320
