"location","target","type","quantile","target_end_date","forecast_date","value"
"GM","1 wk ahead inc death","point",NA,"2021-05-08","2021-05-03",1878
"GM","1 wk ahead inc death","quantile",0.01,"2021-05-08","2021-05-03",1301.99
"GM","1 wk ahead inc death","quantile",0.025,"2021-05-08","2021-05-03",1377.95
"GM","1 wk ahead inc death","quantile",0.05,"2021-05-08","2021-05-03",1464.7
"GM","1 wk ahead inc death","quantile",0.1,"2021-05-08","2021-05-03",1587.8
"GM","1 wk ahead inc death","quantile",0.15,"2021-05-08","2021-05-03",1655
"GM","1 wk ahead inc death","quantile",0.2,"2021-05-08","2021-05-03",1711
"GM","1 wk ahead inc death","quantile",0.25,"2021-05-08","2021-05-03",1745
"GM","1 wk ahead inc death","quantile",0.3,"2021-05-08","2021-05-03",1776.7
"GM","1 wk ahead inc death","quantile",0.35,"2021-05-08","2021-05-03",1807
"GM","1 wk ahead inc death","quantile",0.4,"2021-05-08","2021-05-03",1833.6
"GM","1 wk ahead inc death","quantile",0.45,"2021-05-08","2021-05-03",1859
"GM","1 wk ahead inc death","quantile",0.5,"2021-05-08","2021-05-03",1878
"GM","1 wk ahead inc death","quantile",0.55,"2021-05-08","2021-05-03",1898.45
"GM","1 wk ahead inc death","quantile",0.6,"2021-05-08","2021-05-03",1930
"GM","1 wk ahead inc death","quantile",0.65,"2021-05-08","2021-05-03",1947
"GM","1 wk ahead inc death","quantile",0.7,"2021-05-08","2021-05-03",1966.3
"GM","1 wk ahead inc death","quantile",0.75,"2021-05-08","2021-05-03",1996
"GM","1 wk ahead inc death","quantile",0.8,"2021-05-08","2021-05-03",2036
"GM","1 wk ahead inc death","quantile",0.85,"2021-05-08","2021-05-03",2069.15
"GM","1 wk ahead inc death","quantile",0.9,"2021-05-08","2021-05-03",2116
"GM","1 wk ahead inc death","quantile",0.95,"2021-05-08","2021-05-03",2174
"GM","1 wk ahead inc death","quantile",0.975,"2021-05-08","2021-05-03",2226.3
"GM","1 wk ahead inc death","quantile",0.99,"2021-05-08","2021-05-03",2329.11
"GM","2 wk ahead inc death","point",NA,"2021-05-15","2021-05-03",1793.5
"GM","2 wk ahead inc death","quantile",0.01,"2021-05-15","2021-05-03",943.85
"GM","2 wk ahead inc death","quantile",0.025,"2021-05-15","2021-05-03",1100.5
"GM","2 wk ahead inc death","quantile",0.05,"2021-05-15","2021-05-03",1206.85
"GM","2 wk ahead inc death","quantile",0.1,"2021-05-15","2021-05-03",1386.9
"GM","2 wk ahead inc death","quantile",0.15,"2021-05-15","2021-05-03",1486.85
"GM","2 wk ahead inc death","quantile",0.2,"2021-05-15","2021-05-03",1571
"GM","2 wk ahead inc death","quantile",0.25,"2021-05-15","2021-05-03",1621
"GM","2 wk ahead inc death","quantile",0.3,"2021-05-15","2021-05-03",1668
"GM","2 wk ahead inc death","quantile",0.35,"2021-05-15","2021-05-03",1700
"GM","2 wk ahead inc death","quantile",0.4,"2021-05-15","2021-05-03",1741.6
"GM","2 wk ahead inc death","quantile",0.45,"2021-05-15","2021-05-03",1763.55
"GM","2 wk ahead inc death","quantile",0.5,"2021-05-15","2021-05-03",1793.5
"GM","2 wk ahead inc death","quantile",0.55,"2021-05-15","2021-05-03",1826.45
"GM","2 wk ahead inc death","quantile",0.6,"2021-05-15","2021-05-03",1855
"GM","2 wk ahead inc death","quantile",0.65,"2021-05-15","2021-05-03",1882
"GM","2 wk ahead inc death","quantile",0.7,"2021-05-15","2021-05-03",1911.3
"GM","2 wk ahead inc death","quantile",0.75,"2021-05-15","2021-05-03",1950
"GM","2 wk ahead inc death","quantile",0.8,"2021-05-15","2021-05-03",1995
"GM","2 wk ahead inc death","quantile",0.85,"2021-05-15","2021-05-03",2035.3
"GM","2 wk ahead inc death","quantile",0.9,"2021-05-15","2021-05-03",2097
"GM","2 wk ahead inc death","quantile",0.95,"2021-05-15","2021-05-03",2166.05
"GM","2 wk ahead inc death","quantile",0.975,"2021-05-15","2021-05-03",2246.325
"GM","2 wk ahead inc death","quantile",0.99,"2021-05-15","2021-05-03",2348.19
"GM","3 wk ahead inc death","point",NA,"2021-05-22","2021-05-03",1555.5
"GM","3 wk ahead inc death","quantile",0.01,"2021-05-22","2021-05-03",718.96
"GM","3 wk ahead inc death","quantile",0.025,"2021-05-22","2021-05-03",851.975
"GM","3 wk ahead inc death","quantile",0.05,"2021-05-22","2021-05-03",1004.7
"GM","3 wk ahead inc death","quantile",0.1,"2021-05-22","2021-05-03",1161.8
"GM","3 wk ahead inc death","quantile",0.15,"2021-05-22","2021-05-03",1248.55
"GM","3 wk ahead inc death","quantile",0.2,"2021-05-22","2021-05-03",1310
"GM","3 wk ahead inc death","quantile",0.25,"2021-05-22","2021-05-03",1352.75
"GM","3 wk ahead inc death","quantile",0.3,"2021-05-22","2021-05-03",1401
"GM","3 wk ahead inc death","quantile",0.35,"2021-05-22","2021-05-03",1446
"GM","3 wk ahead inc death","quantile",0.4,"2021-05-22","2021-05-03",1481.6
"GM","3 wk ahead inc death","quantile",0.45,"2021-05-22","2021-05-03",1522
"GM","3 wk ahead inc death","quantile",0.5,"2021-05-22","2021-05-03",1555.5
"GM","3 wk ahead inc death","quantile",0.55,"2021-05-22","2021-05-03",1588
"GM","3 wk ahead inc death","quantile",0.6,"2021-05-22","2021-05-03",1634.4
"GM","3 wk ahead inc death","quantile",0.65,"2021-05-22","2021-05-03",1667.35
"GM","3 wk ahead inc death","quantile",0.7,"2021-05-22","2021-05-03",1711.3
"GM","3 wk ahead inc death","quantile",0.75,"2021-05-22","2021-05-03",1754.25
"GM","3 wk ahead inc death","quantile",0.8,"2021-05-22","2021-05-03",1806
"GM","3 wk ahead inc death","quantile",0.85,"2021-05-22","2021-05-03",1861.6
"GM","3 wk ahead inc death","quantile",0.9,"2021-05-22","2021-05-03",1931.1
"GM","3 wk ahead inc death","quantile",0.95,"2021-05-22","2021-05-03",2048.3
"GM","3 wk ahead inc death","quantile",0.975,"2021-05-22","2021-05-03",2111.325
"GM","3 wk ahead inc death","quantile",0.99,"2021-05-22","2021-05-03",2270.01
"GM","4 wk ahead inc death","point",NA,"2021-05-29","2021-05-03",1284
"GM","4 wk ahead inc death","quantile",0.01,"2021-05-29","2021-05-03",595.77
"GM","4 wk ahead inc death","quantile",0.025,"2021-05-29","2021-05-03",708.85
"GM","4 wk ahead inc death","quantile",0.05,"2021-05-29","2021-05-03",812.85
"GM","4 wk ahead inc death","quantile",0.1,"2021-05-29","2021-05-03",917.1
"GM","4 wk ahead inc death","quantile",0.15,"2021-05-29","2021-05-03",1003.7
"GM","4 wk ahead inc death","quantile",0.2,"2021-05-29","2021-05-03",1044.8
"GM","4 wk ahead inc death","quantile",0.25,"2021-05-29","2021-05-03",1088
"GM","4 wk ahead inc death","quantile",0.3,"2021-05-29","2021-05-03",1124
"GM","4 wk ahead inc death","quantile",0.35,"2021-05-29","2021-05-03",1168.65
"GM","4 wk ahead inc death","quantile",0.4,"2021-05-29","2021-05-03",1206.2
"GM","4 wk ahead inc death","quantile",0.45,"2021-05-29","2021-05-03",1246.55
"GM","4 wk ahead inc death","quantile",0.5,"2021-05-29","2021-05-03",1284
"GM","4 wk ahead inc death","quantile",0.55,"2021-05-29","2021-05-03",1323
"GM","4 wk ahead inc death","quantile",0.6,"2021-05-29","2021-05-03",1361
