"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc death","point",NA,"2021-07-03","2021-06-28",74
"PL","1 wk ahead inc death","quantile",0.01,"2021-07-03","2021-06-28",42
"PL","1 wk ahead inc death","quantile",0.025,"2021-07-03","2021-06-28",45
"PL","1 wk ahead inc death","quantile",0.05,"2021-07-03","2021-06-28",49
"PL","1 wk ahead inc death","quantile",0.1,"2021-07-03","2021-06-28",55
"PL","1 wk ahead inc death","quantile",0.15,"2021-07-03","2021-06-28",58
"PL","1 wk ahead inc death","quantile",0.2,"2021-07-03","2021-06-28",61
"PL","1 wk ahead inc death","quantile",0.25,"2021-07-03","2021-06-28",64
"PL","1 wk ahead inc death","quantile",0.3,"2021-07-03","2021-06-28",66
"PL","1 wk ahead inc death","quantile",0.35,"2021-07-03","2021-06-28",68
"PL","1 wk ahead inc death","quantile",0.4,"2021-07-03","2021-06-28",70
"PL","1 wk ahead inc death","quantile",0.45,"2021-07-03","2021-06-28",72
"PL","1 wk ahead inc death","quantile",0.5,"2021-07-03","2021-06-28",74
"PL","1 wk ahead inc death","quantile",0.55,"2021-07-03","2021-06-28",76
"PL","1 wk ahead inc death","quantile",0.6,"2021-07-03","2021-06-28",78
"PL","1 wk ahead inc death","quantile",0.65,"2021-07-03","2021-06-28",80
"PL","1 wk ahead inc death","quantile",0.7,"2021-07-03","2021-06-28",82
"PL","1 wk ahead inc death","quantile",0.75,"2021-07-03","2021-06-28",85
"PL","1 wk ahead inc death","quantile",0.8,"2021-07-03","2021-06-28",88
"PL","1 wk ahead inc death","quantile",0.85,"2021-07-03","2021-06-28",92
"PL","1 wk ahead inc death","quantile",0.9,"2021-07-03","2021-06-28",97
"PL","1 wk ahead inc death","quantile",0.95,"2021-07-03","2021-06-28",104
"PL","1 wk ahead inc death","quantile",0.975,"2021-07-03","2021-06-28",110
"PL","1 wk ahead inc death","quantile",0.99,"2021-07-03","2021-06-28",121
"PL","2 wk ahead inc death","point",NA,"2021-07-10","2021-06-28",47
"PL","2 wk ahead inc death","quantile",0.01,"2021-07-10","2021-06-28",25
"PL","2 wk ahead inc death","quantile",0.025,"2021-07-10","2021-06-28",28
"PL","2 wk ahead inc death","quantile",0.05,"2021-07-10","2021-06-28",31
"PL","2 wk ahead inc death","quantile",0.1,"2021-07-10","2021-06-28",34
"PL","2 wk ahead inc death","quantile",0.15,"2021-07-10","2021-06-28",36
"PL","2 wk ahead inc death","quantile",0.2,"2021-07-10","2021-06-28",38
"PL","2 wk ahead inc death","quantile",0.25,"2021-07-10","2021-06-28",40
"PL","2 wk ahead inc death","quantile",0.3,"2021-07-10","2021-06-28",41
"PL","2 wk ahead inc death","quantile",0.35,"2021-07-10","2021-06-28",43
"PL","2 wk ahead inc death","quantile",0.4,"2021-07-10","2021-06-28",44
"PL","2 wk ahead inc death","quantile",0.45,"2021-07-10","2021-06-28",46
"PL","2 wk ahead inc death","quantile",0.5,"2021-07-10","2021-06-28",47
"PL","2 wk ahead inc death","quantile",0.55,"2021-07-10","2021-06-28",48
"PL","2 wk ahead inc death","quantile",0.6,"2021-07-10","2021-06-28",49
"PL","2 wk ahead inc death","quantile",0.65,"2021-07-10","2021-06-28",51
"PL","2 wk ahead inc death","quantile",0.7,"2021-07-10","2021-06-28",52
"PL","2 wk ahead inc death","quantile",0.75,"2021-07-10","2021-06-28",55
"PL","2 wk ahead inc death","quantile",0.8,"2021-07-10","2021-06-28",57
"PL","2 wk ahead inc death","quantile",0.85,"2021-07-10","2021-06-28",60
"PL","2 wk ahead inc death","quantile",0.9,"2021-07-10","2021-06-28",64
"PL","2 wk ahead inc death","quantile",0.95,"2021-07-10","2021-06-28",70
"PL","2 wk ahead inc death","quantile",0.975,"2021-07-10","2021-06-28",75
"PL","2 wk ahead inc death","quantile",0.99,"2021-07-10","2021-06-28",81
"PL","3 wk ahead inc death","point",NA,"2021-07-17","2021-06-28",29
"PL","3 wk ahead inc death","quantile",0.01,"2021-07-17","2021-06-28",14
"PL","3 wk ahead inc death","quantile",0.025,"2021-07-17","2021-06-28",16
"PL","3 wk ahead inc death","quantile",0.05,"2021-07-17","2021-06-28",17
"PL","3 wk ahead inc death","quantile",0.1,"2021-07-17","2021-06-28",20
"PL","3 wk ahead inc death","quantile",0.15,"2021-07-17","2021-06-28",21
