"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc death","point",NA,"2021-07-24","2021-07-19",40
"PL","1 wk ahead inc death","quantile",0.01,"2021-07-24","2021-07-19",21
"PL","1 wk ahead inc death","quantile",0.025,"2021-07-24","2021-07-19",23
"PL","1 wk ahead inc death","quantile",0.05,"2021-07-24","2021-07-19",26
"PL","1 wk ahead inc death","quantile",0.1,"2021-07-24","2021-07-19",29
"PL","1 wk ahead inc death","quantile",0.15,"2021-07-24","2021-07-19",30
"PL","1 wk ahead inc death","quantile",0.2,"2021-07-24","2021-07-19",32
"PL","1 wk ahead inc death","quantile",0.25,"2021-07-24","2021-07-19",33
"PL","1 wk ahead inc death","quantile",0.3,"2021-07-24","2021-07-19",35
"PL","1 wk ahead inc death","quantile",0.35,"2021-07-24","2021-07-19",36
"PL","1 wk ahead inc death","quantile",0.4,"2021-07-24","2021-07-19",37
"PL","1 wk ahead inc death","quantile",0.45,"2021-07-24","2021-07-19",38
"PL","1 wk ahead inc death","quantile",0.5,"2021-07-24","2021-07-19",40
"PL","1 wk ahead inc death","quantile",0.55,"2021-07-24","2021-07-19",41
"PL","1 wk ahead inc death","quantile",0.6,"2021-07-24","2021-07-19",42
"PL","1 wk ahead inc death","quantile",0.65,"2021-07-24","2021-07-19",43
"PL","1 wk ahead inc death","quantile",0.7,"2021-07-24","2021-07-19",44
"PL","1 wk ahead inc death","quantile",0.75,"2021-07-24","2021-07-19",46
"PL","1 wk ahead inc death","quantile",0.8,"2021-07-24","2021-07-19",47
"PL","1 wk ahead inc death","quantile",0.85,"2021-07-24","2021-07-19",49
"PL","1 wk ahead inc death","quantile",0.9,"2021-07-24","2021-07-19",52
"PL","1 wk ahead inc death","quantile",0.95,"2021-07-24","2021-07-19",55
"PL","1 wk ahead inc death","quantile",0.975,"2021-07-24","2021-07-19",58
"PL","1 wk ahead inc death","quantile",0.99,"2021-07-24","2021-07-19",61
"PL","2 wk ahead inc death","point",NA,"2021-07-31","2021-07-19",40
"PL","2 wk ahead inc death","quantile",0.01,"2021-07-31","2021-07-19",20
"PL","2 wk ahead inc death","quantile",0.025,"2021-07-31","2021-07-19",23
"PL","2 wk ahead inc death","quantile",0.05,"2021-07-31","2021-07-19",25
"PL","2 wk ahead inc death","quantile",0.1,"2021-07-31","2021-07-19",28
"PL","2 wk ahead inc death","quantile",0.15,"2021-07-31","2021-07-19",30
"PL","2 wk ahead inc death","quantile",0.2,"2021-07-31","2021-07-19",32
"PL","2 wk ahead inc death","quantile",0.25,"2021-07-31","2021-07-19",34
"PL","2 wk ahead inc death","quantile",0.3,"2021-07-31","2021-07-19",35
"PL","2 wk ahead inc death","quantile",0.35,"2021-07-31","2021-07-19",36
"PL","2 wk ahead inc death","quantile",0.4,"2021-07-31","2021-07-19",37
"PL","2 wk ahead inc death","quantile",0.45,"2021-07-31","2021-07-19",39
"PL","2 wk ahead inc death","quantile",0.5,"2021-07-31","2021-07-19",40
"PL","2 wk ahead inc death","quantile",0.55,"2021-07-31","2021-07-19",41
"PL","2 wk ahead inc death","quantile",0.6,"2021-07-31","2021-07-19",43
"PL","2 wk ahead inc death","quantile",0.65,"2021-07-31","2021-07-19",44
"PL","2 wk ahead inc death","quantile",0.7,"2021-07-31","2021-07-19",45
"PL","2 wk ahead inc death","quantile",0.75,"2021-07-31","2021-07-19",48
"PL","2 wk ahead inc death","quantile",0.8,"2021-07-31","2021-07-19",50
"PL","2 wk ahead inc death","quantile",0.85,"2021-07-31","2021-07-19",52
"PL","2 wk ahead inc death","quantile",0.9,"2021-07-31","2021-07-19",55
"PL","2 wk ahead inc death","quantile",0.95,"2021-07-31","2021-07-19",61
"PL","2 wk ahead inc death","quantile",0.975,"2021-07-31","2021-07-19",66
"PL","2 wk ahead inc death","quantile",0.99,"2021-07-31","2021-07-19",72
"PL","3 wk ahead inc death","point",NA,"2021-08-07","2021-07-19",47
"PL","3 wk ahead inc death","quantile",0.01,"2021-08-07","2021-07-19",23
"PL","3 wk ahead inc death","quantile",0.025,"2021-08-07","2021-07-19",25
"PL","3 wk ahead inc death","quantile",0.05,"2021-08-07","2021-07-19",28
"PL","3 wk ahead inc death","quantile",0.1,"2021-08-07","2021-07-19",32
"PL","3 wk ahead inc death","quantile",0.15,"2021-08-07","2021-07-19",34
"PL","3 wk ahead inc death","quantile",0.2,"2021-08-07","2021-07-19",36
"PL","3 wk ahead inc death","quantile",0.25,"2021-08-07","2021-07-19",39
"PL","3 wk ahead inc death","quantile",0.3,"2021-08-07","2021-07-19",40
"PL","3 wk ahead inc death","quantile",0.35,"2021-08-07","2021-07-19",42
"PL","3 wk ahead inc death","quantile",0.4,"2021-08-07","2021-07-19",44
"PL","3 wk ahead inc death","quantile",0.45,"2021-08-07","2021-07-19",45
"PL","3 wk ahead inc death","quantile",0.5,"2021-08-07","2021-07-19",47
"PL","3 wk ahead inc death","quantile",0.55,"2021-08-07","2021-07-19",48
"PL","3 wk ahead inc death","quantile",0.6,"2021-08-07","2021-07-19",50
"PL","3 wk ahead inc death","quantile",0.65,"2021-08-07","2021-07-19",52
"PL","3 wk ahead inc death","quantile",0.7,"2021-08-07","2021-07-19",54
"PL","3 wk ahead inc death","quantile",0.75,"2021-08-07","2021-07-19",56
"PL","3 wk ahead inc death","quantile",0.8,"2021-08-07","2021-07-19",58
"PL","3 wk ahead inc death","quantile",0.85,"2021-08-07","2021-07-19",61
"PL","3 wk ahead inc death","quantile",0.9,"2021-08-07","2021-07-19",65
"PL","3 wk ahead inc death","quantile",0.95,"2021-08-07","2021-07-19",75
"PL","3 wk ahead inc death","quantile",0.975,"2021-08-07","2021-07-19",85
"PL","3 wk ahead inc death","quantile",0.99,"2021-08-07","2021-07-19",97
"PL","4 wk ahead inc death","point",NA,"2021-08-14","2021-07-19",57
