"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc death","point",NA,"2021-07-10","2021-07-05",55
"PL","1 wk ahead inc death","quantile",0.01,"2021-07-10","2021-07-05",27
"PL","1 wk ahead inc death","quantile",0.025,"2021-07-10","2021-07-05",31
"PL","1 wk ahead inc death","quantile",0.05,"2021-07-10","2021-07-05",35
"PL","1 wk ahead inc death","quantile",0.1,"2021-07-10","2021-07-05",39
"PL","1 wk ahead inc death","quantile",0.15,"2021-07-10","2021-07-05",41
"PL","1 wk ahead inc death","quantile",0.2,"2021-07-10","2021-07-05",44
"PL","1 wk ahead inc death","quantile",0.25,"2021-07-10","2021-07-05",46
"PL","1 wk ahead inc death","quantile",0.3,"2021-07-10","2021-07-05",47
"PL","1 wk ahead inc death","quantile",0.35,"2021-07-10","2021-07-05",49
"PL","1 wk ahead inc death","quantile",0.4,"2021-07-10","2021-07-05",52
"PL","1 wk ahead inc death","quantile",0.45,"2021-07-10","2021-07-05",53
"PL","1 wk ahead inc death","quantile",0.5,"2021-07-10","2021-07-05",55
"PL","1 wk ahead inc death","quantile",0.55,"2021-07-10","2021-07-05",56
"PL","1 wk ahead inc death","quantile",0.6,"2021-07-10","2021-07-05",58
"PL","1 wk ahead inc death","quantile",0.65,"2021-07-10","2021-07-05",60
"PL","1 wk ahead inc death","quantile",0.7,"2021-07-10","2021-07-05",62
"PL","1 wk ahead inc death","quantile",0.75,"2021-07-10","2021-07-05",64
"PL","1 wk ahead inc death","quantile",0.8,"2021-07-10","2021-07-05",67
"PL","1 wk ahead inc death","quantile",0.85,"2021-07-10","2021-07-05",70
"PL","1 wk ahead inc death","quantile",0.9,"2021-07-10","2021-07-05",75
"PL","1 wk ahead inc death","quantile",0.95,"2021-07-10","2021-07-05",81
"PL","1 wk ahead inc death","quantile",0.975,"2021-07-10","2021-07-05",85
"PL","1 wk ahead inc death","quantile",0.99,"2021-07-10","2021-07-05",94
"PL","2 wk ahead inc death","point",NA,"2021-07-17","2021-07-05",38
"PL","2 wk ahead inc death","quantile",0.01,"2021-07-17","2021-07-05",19
"PL","2 wk ahead inc death","quantile",0.025,"2021-07-17","2021-07-05",20
"PL","2 wk ahead inc death","quantile",0.05,"2021-07-17","2021-07-05",23
"PL","2 wk ahead inc death","quantile",0.1,"2021-07-17","2021-07-05",26
"PL","2 wk ahead inc death","quantile",0.15,"2021-07-17","2021-07-05",28
"PL","2 wk ahead inc death","quantile",0.2,"2021-07-17","2021-07-05",30
"PL","2 wk ahead inc death","quantile",0.25,"2021-07-17","2021-07-05",32
"PL","2 wk ahead inc death","quantile",0.3,"2021-07-17","2021-07-05",33
"PL","2 wk ahead inc death","quantile",0.35,"2021-07-17","2021-07-05",34
"PL","2 wk ahead inc death","quantile",0.4,"2021-07-17","2021-07-05",36
"PL","2 wk ahead inc death","quantile",0.45,"2021-07-17","2021-07-05",37
"PL","2 wk ahead inc death","quantile",0.5,"2021-07-17","2021-07-05",38
"PL","2 wk ahead inc death","quantile",0.55,"2021-07-17","2021-07-05",39
"PL","2 wk ahead inc death","quantile",0.6,"2021-07-17","2021-07-05",41
"PL","2 wk ahead inc death","quantile",0.65,"2021-07-17","2021-07-05",42
