"location","target","type","quantile","target_end_date","forecast_date","value"
"PL","1 wk ahead inc case","point",NA,"2021-06-19","2021-06-14",1323
"PL","1 wk ahead inc case","quantile",0.01,"2021-06-19","2021-06-14",646.88
"PL","1 wk ahead inc case","quantile",0.025,"2021-06-19","2021-06-14",744.8
"PL","1 wk ahead inc case","quantile",0.05,"2021-06-19","2021-06-14",811
"PL","1 wk ahead inc case","quantile",0.1,"2021-06-19","2021-06-14",899
"PL","1 wk ahead inc case","quantile",0.15,"2021-06-19","2021-06-14",982.85
"PL","1 wk ahead inc case","quantile",0.2,"2021-06-19","2021-06-14",1046
"PL","1 wk ahead inc case","quantile",0.25,"2021-06-19","2021-06-14",1095
"PL","1 wk ahead inc case","quantile",0.3,"2021-06-19","2021-06-14",1148
"PL","1 wk ahead inc case","quantile",0.35,"2021-06-19","2021-06-14",1200.65
"PL","1 wk ahead inc case","quantile",0.4,"2021-06-19","2021-06-14",1238
"PL","1 wk ahead inc case","quantile",0.45,"2021-06-19","2021-06-14",1276
"PL","1 wk ahead inc case","quantile",0.5,"2021-06-19","2021-06-14",1323
"PL","1 wk ahead inc case","quantile",0.55,"2021-06-19","2021-06-14",1375
"PL","1 wk ahead inc case","quantile",0.6,"2021-06-19","2021-06-14",1434.8
"PL","1 wk ahead inc case","quantile",0.65,"2021-06-19","2021-06-14",1498.35
"PL","1 wk ahead inc case","quantile",0.7,"2021-06-19","2021-06-14",1570
"PL","1 wk ahead inc case","quantile",0.75,"2021-06-19","2021-06-14",1633
"PL","1 wk ahead inc case","quantile",0.8,"2021-06-19","2021-06-14",1697.2
"PL","1 wk ahead inc case","quantile",0.85,"2021-06-19","2021-06-14",1825.2
"PL","1 wk ahead inc case","quantile",0.9,"2021-06-19","2021-06-14",1957.1
"PL","1 wk ahead inc case","quantile",0.95,"2021-06-19","2021-06-14",2181.05
"PL","1 wk ahead inc case","quantile",0.975,"2021-06-19","2021-06-14",2426.975
"PL","1 wk ahead inc case","quantile",0.99,"2021-06-19","2021-06-14",2643.01
"PL","2 wk ahead inc case","point",NA,"2021-06-26","2021-06-14",862
"PL","2 wk ahead inc case","quantile",0.01,"2021-06-26","2021-06-14",253.92
"PL","2 wk ahead inc case","quantile",0.025,"2021-06-26","2021-06-14",319
"PL","2 wk ahead inc case","quantile",0.05,"2021-06-26","2021-06-14",367.8
"PL","2 wk ahead inc case","quantile",0.1,"2021-06-26","2021-06-14",441.9
"PL","2 wk ahead inc case","quantile",0.15,"2021-06-26","2021-06-14",509.7
"PL","2 wk ahead inc case","quantile",0.2,"2021-06-26","2021-06-14",564.8
"PL","2 wk ahead inc case","quantile",0.25,"2021-06-26","2021-06-14",612
"PL","2 wk ahead inc case","quantile",0.3,"2021-06-26","2021-06-14",659.7
"PL","2 wk ahead inc case","quantile",0.35,"2021-06-26","2021-06-14",716.3
"PL","2 wk ahead inc case","quantile",0.4,"2021-06-26","2021-06-14",763.2
"PL","2 wk ahead inc case","quantile",0.45,"2021-06-26","2021-06-14",812
"PL","2 wk ahead inc case","quantile",0.5,"2021-06-26","2021-06-14",862
"PL","2 wk ahead inc case","quantile",0.55,"2021-06-26","2021-06-14",902.8
"PL","2 wk ahead inc case","quantile",0.6,"2021-06-26","2021-06-14",958
"PL","2 wk ahead inc case","quantile",0.65,"2021-06-26","2021-06-14",1030.35
"PL","2 wk ahead inc case","quantile",0.7,"2021-06-26","2021-06-14",1090
"PL","2 wk ahead inc case","quantile",0.75,"2021-06-26","2021-06-14",1182.25
"PL","2 wk ahead inc case","quantile",0.8,"2021-06-26","2021-06-14",1316.2
"PL","2 wk ahead inc case","quantile",0.85,"2021-06-26","2021-06-14",1424.45
"PL","2 wk ahead inc case","quantile",0.9,"2021-06-26","2021-06-14",1611.1
"PL","2 wk ahead inc case","quantile",0.95,"2021-06-26","2021-06-14",1819.4
"PL","2 wk ahead inc case","quantile",0.975,"2021-06-26","2021-06-14",2117.85
"PL","2 wk ahead inc case","quantile",0.99,"2021-06-26","2021-06-14",2556.15
"PL","3 wk ahead inc case","point",NA,"2021-07-03","2021-06-14",591.5
"PL","3 wk ahead inc case","quantile",0.01,"2021-07-03","2021-06-14",75.93
"PL","3 wk ahead inc case","quantile",0.025,"2021-07-03","2021-06-14",130.975
"PL","3 wk ahead inc case","quantile",0.05,"2021-07-03","2021-06-14",166.95
"PL","3 wk ahead inc case","quantile",0.1,"2021-07-03","2021-06-14",227.8
"PL","3 wk ahead inc case","quantile",0.15,"2021-07-03","2021-06-14",268
"PL","3 wk ahead inc case","quantile",0.2,"2021-07-03","2021-06-14",317.8
"PL","3 wk ahead inc case","quantile",0.25,"2021-07-03","2021-06-14",363.75
"PL","3 wk ahead inc case","quantile",0.3,"2021-07-03","2021-06-14",406.7
"PL","3 wk ahead inc case","quantile",0.35,"2021-07-03","2021-06-14",453
"PL","3 wk ahead inc case","quantile",0.4,"2021-07-03","2021-06-14",498.8
"PL","3 wk ahead inc case","quantile",0.45,"2021-07-03","2021-06-14",541.55
"PL","3 wk ahead inc case","quantile",0.5,"2021-07-03","2021-06-14",591.5
"PL","3 wk ahead inc case","quantile",0.55,"2021-07-03","2021-06-14",633.7
"PL","3 wk ahead inc case","quantile",0.6,"2021-07-03","2021-06-14",707.8
"PL","3 wk ahead inc case","quantile",0.65,"2021-07-03","2021-06-14",783.35
"PL","3 wk ahead inc case","quantile",0.7,"2021-07-03","2021-06-14",859.5
"PL","3 wk ahead inc case","quantile",0.75,"2021-07-03","2021-06-14",952
"PL","3 wk ahead inc case","quantile",0.8,"2021-07-03","2021-06-14",1078.6
"PL","3 wk ahead inc case","quantile",0.85,"2021-07-03","2021-06-14",1211.6
